City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
350,Krasnoselkup,RU,11.84,broken clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
351,Innisfail,AU,80.91,clear sky,-17.5333,146.0333,Moondarra Motel
352,Ketchikan,US,39.67,broken clouds,55.3422,-131.6461,Snow's Cove Lodge
353,Santa Rosa,PH,93.18,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
354,Grand Gaube,MU,84.6,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
355,Luxor,EG,66.69,clear sky,25.6989,32.6421,Iberotel Luxor
356,Ranong,TH,91.33,scattered clouds,9.9658,98.6348,Tinidee Hotel@Ranong
357,Diego De Almagro,CL,63.48,clear sky,-26.3667,-70.05,hotel luna del desierto
358,Bahia Honda,CU,67.98,clear sky,22.9036,-83.1592,Casa Gualberto - Deysi
359,Matay,EG,62.24,clear sky,28.419,30.7792,Nag Aespen
360,Lompoc,US,52.79,overcast clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
361,Amga,RU,27.55,overcast clouds,60.8953,131.9608,Algys
362,Olinda,BR,76.73,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
363,Amahai,ID,83.86,moderate rain,-3.3333,128.9167,HOTEL ISABELA
364,Uren,RU,31.8,overcast clouds,57.4552,45.7852,Kseal'
366,Esperance,AU,64.24,light rain,-33.8667,121.9,Hospitality Esperance
367,Svetlyy,RU,40.96,broken clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
368,Pine Bluff,US,49.95,clear sky,34.2284,-92.0032,"Holiday Inn Express & Suites Pine Bluff, an IHG Hotel"
369,Mackay,AU,79.68,scattered clouds,-21.15,149.2,International Lodge Motel
370,Ciudad Bolivar,VE,75.49,overcast clouds,8.1222,-63.5497,Hotel Edi
372,Talnakh,RU,20.21,few clouds,69.4865,88.3972,Talnakh Hotel
373,Gravdal,NO,31.6,light snow,68.1214,13.5031,Skreda Rorbusuiter
375,Tual,ID,82.45,very heavy rain,-5.6667,132.75,Grand Vilia Hotel
376,Borova,UA,36.34,overcast clouds,50.1763,30.1043,"Villa ""Stuhna"""
377,Sao Sebastiao,BR,76.77,overcast clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
378,George,ZA,63.95,clear sky,-33.963,22.4617,Protea Hotel by Marriott George King George
379,Porto Novo,BJ,82.87,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
380,Salalah,OM,84.29,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
381,Ixtapa,MX,68.23,clear sky,20.7,-105.2,hotel la terminal
382,Mabaruma,GY,71.04,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
383,Katsina,NG,72.68,few clouds,12.9894,7.6006,Katsina Motel
384,Holme,DK,41.18,few clouds,56.1138,10.1725,Hotel Ritz Aarhus City
385,Qujing,CN,45.16,overcast clouds,25.4833,103.7833,Yulong Hotel
386,Faro,PT,56.98,few clouds,37.0194,-7.9322,Hotel Faro & Beach Club
387,Cairns,AU,86.07,few clouds,-16.9167,145.7667,Mantra Trilogy Cairns
388,Mackenzie,CA,32.22,overcast clouds,55.2999,-123.1698,Hilton Shop
389,Alofi,NU,76.89,overcast clouds,-19.0595,-169.9187,Taloa Heights
390,Karlskoga,SE,34.92,overcast clouds,59.3267,14.5239,Hotel Alfred Nobel
391,Kapra,IN,95.7,few clouds,17.4846,78.561,Hotel Swagath Grand - Dr AS Rao Nagar
392,Chifeng,CN,45.9,clear sky,42.2683,118.9636,Junyu Tiancheng Hotel
393,Ust-Ilimsk,RU,20.16,light snow,58.0006,102.6619,AleNat Center
394,Wenling,CN,55.76,overcast clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
395,Santa Isabel Do Rio Negro,BR,73.36,overcast clouds,-0.4139,-65.0192,Hotel GSA
396,Maku,IR,36.21,clear sky,39.2911,44.4521,Maku Tourist Hotel Entrance
397,Blagodarnyy,RU,48.81,broken clouds,45.0978,43.4364,"Gostinitsa ""Grand Otel'"""
398,Voskresenskoye,RU,32.5,overcast clouds,56.8381,45.4317,AOM OTABIXA ВОСКРЕСЕНСКОЕ ОДМОСКОВЬЕ
399,Oudtshoorn,ZA,62.96,clear sky,-33.5907,22.2014,Earthbound Guest House
400,Zile,TR,38.79,clear sky,40.3031,35.8864,Zile Öğretmen evi
401,Analipsis,GR,61.43,clear sky,35.3167,25.5667,Castello Village Resort
402,Basco,PH,81.7,clear sky,20.4487,121.9702,Nathaniel's Lodge
403,Mandera,KE,89.6,overcast clouds,3.9366,41.867,Hiren Hotel Mandera
404,Pontes E Lacerda,BR,68.29,few clouds,-15.2261,-59.3353,Hotel Bressan
405,Nicoya,CR,75.85,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
406,Bellevue,US,53.58,overcast clouds,47.6104,-122.2007,The Westin Bellevue
407,Demirci,TR,45.07,clear sky,39.0461,28.6589,Sungur Otel
408,Richards Bay,ZA,76.53,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
410,Mana,GF,76.15,overcast clouds,5.6592,-53.7767,LE SAMANA
411,Natal,BR,75.85,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
413,Iquitos,PE,75.24,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
414,Santiago Del Estero,AR,58.96,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
415,Shawville,CA,30.85,overcast clouds,45.6001,-76.4827,Shawville Hotel
416,Qaqortoq,GL,19.49,overcast clouds,60.7167,-46.0333,Siniffik Inn
417,Amantea,IT,60.85,overcast clouds,39.1332,16.0746,Mediterraneo Palace Hotel
418,Adamas,GR,57.2,clear sky,36.7333,24.4333,Aphrodite of Milos
420,Soverato,IT,57.15,overcast clouds,38.685,16.5499,Hotel San Domenico
421,Ouro Preto Do Oeste,BR,72.09,overcast clouds,-10.7481,-62.2158,Graúna Resort Hotel
422,Loreto,MX,53.04,clear sky,22.2667,-101.9667,José de Jesús Velásquez mora
424,Paramirim,BR,68.05,overcast clouds,-13.4425,-42.2389,Pousada Rio Pequeno
425,Plettenberg Bay,ZA,67.68,clear sky,-34.0527,23.3716,Thanda Vista B&B
426,Coihaique,CL,45.21,few clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
427,Avon Park,US,57.0,clear sky,27.5959,-81.5062,Econo Lodge Sebring
428,Mlonggo,ID,84.92,few clouds,-6.5333,110.7,Asia Metal Art
429,Methven,NZ,56.01,clear sky,-43.6333,171.65,Brinkley Resort
431,Bud,US,32.02,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
432,Poronaysk,RU,32.16,snow,49.2167,143.1167,Avtovokzal Khostel Stolovaya
433,Skibbereen,IE,50.11,clear sky,51.55,-9.2667,The West Cork Hotel
434,Flinders,AU,71.19,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
436,Dukhovnitskoye,RU,33.89,snow,52.4828,48.2137,"Gostevoy Dom,, Mechta,,"
437,Saldanha,ZA,67.55,broken clouds,-33.0117,17.9442,Blue Bay Lodge
439,Coahuayana,MX,66.61,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
440,Ipixuna,BR,73.24,overcast clouds,-1.7625,-48.8043,Chalé do Mato
441,Dudinka,RU,20.62,overcast clouds,69.4058,86.1778,Hotel Viktoria
443,Nanortalik,GL,25.32,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
444,Reitz,ZA,65.03,clear sky,-27.8014,28.4273,The Lillies Guesthouse
447,Upata,VE,69.78,overcast clouds,8.0086,-62.3989,Posada Villa Nela
449,Trenggalek,ID,85.66,overcast clouds,-8.05,111.7167,OYO 2966 Hotel Atriaz
450,Xuddur,SO,83.34,scattered clouds,4.1213,43.8894,Banjanay Hotel
451,Saint-Francois,FR,49.68,mist,46.4154,3.9054,Manoir Du Bonheur
452,Belmonte,BR,77.13,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
453,Road Town,VG,73.99,broken clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
454,Arua,UG,75.67,light rain,3.0201,30.9111,Golden Courts Hotel
455,Chabahar,IR,82.56,clear sky,25.2919,60.643,هتل گدروشیا
456,Ojinaga,MX,68.95,clear sky,29.5667,-104.4167,Suites Las Palmas
457,Sur,OM,87.4,clear sky,22.5667,59.5289,Sur Plaza Hotel
458,Ngawen,ID,86.79,scattered clouds,-7.0032,111.3129,Bu Sarpi serabi
459,Christchurch,NZ,60.94,broken clouds,-43.5333,172.6333,The George
460,Ahuimanu,US,73.36,few clouds,21.4447,-157.8378,Paradise Bay Resort
461,Wanning,CN,83.66,few clouds,18.8003,110.3967,Paradise Hotel
462,Waddan,LY,62.62,clear sky,29.1614,16.139,محل الشريف محمد العايب
463,Ugento,IT,55.47,overcast clouds,39.9263,18.1574,Porta Paradiso
464,Sibu,MY,89.91,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
465,Shimoda,JP,62.96,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
466,Cherskiy,RU,1.24,overcast clouds,68.75,161.3,Gostinitsa
467,Andenes,NO,28.38,few clouds,69.3143,16.1194,Hotell Marena
468,Nouakchott,MR,57.13,overcast clouds,18.0858,-15.9785,HOTEL IMAN
469,Yei,SS,77.92,light rain,4.095,30.6779,City Link Hotel
470,Pisco,PE,66.25,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
471,Verkhnevilyuysk,RU,27.07,overcast clouds,63.4453,120.3167,Gostinitsa Mila
472,Kingaroy,AU,69.22,broken clouds,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
473,Takoradi,GH,79.56,overcast clouds,4.8845,-1.7554,Raybow International Hotel
475,Sorland,NO,31.86,light snow,67.667,12.6934,Sjybrygga fiskecamp
476,Itupeva,BR,66.27,broken clouds,-23.1531,-47.0578,Itupeva Plaza Hotel
477,Samarai,PG,85.44,overcast clouds,-10.6167,150.6667,Nuli Sapi
478,Brae,GB,47.07,broken clouds,60.3964,-1.353,Busta House Hotel
480,Shu,KZ,52.36,broken clouds,43.5983,73.7614,Shyngyzkhan
482,Nikel,RU,19.58,broken clouds,69.4128,30.222,Severnoe Siyanie
483,Suntar,RU,31.06,overcast clouds,62.1444,117.6319,Гостевая квартира
484,Winder,US,49.3,clear sky,33.9926,-83.7202,Jameson Inn Winder
485,Dangriga,BZ,70.05,clear sky,16.9692,-88.2321,Chaleanor Hotel
486,Cockburn Town,TC,76.93,few clouds,21.4612,-71.1419,Osprey Beach Hotel
487,San Carlos De Bariloche,AR,49.75,scattered clouds,-41.1456,-71.3082,Hotel Patagonia
488,Gannan,CN,44.58,overcast clouds,47.9147,123.5031,Gannan Supply and Marketing Cooperatives Hostel
489,Yuncheng,CN,64.27,overcast clouds,35.0231,110.9928,晋州快捷酒店
490,Kainantu,PG,67.51,overcast clouds,-6.2887,145.8655,Sylvester buku
491,Dehloran,IR,63.3,clear sky,32.6941,47.2679,کافه گیم استورم
493,Buala,SB,79.97,light rain,-8.145,159.5921,Maringe Lagoon Lodge
495,Itoman,JP,68.4,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
496,Tahoua,NE,77.22,scattered clouds,14.8888,5.2692,Bungalows Guesthouse
497,Bentiu,SS,85.73,overcast clouds,9.2333,29.8333,Mandela hôtel
498,Muscle Shoals,US,46.54,clear sky,34.7448,-87.6675,Microtel Inn & Suites by Wyndham Tuscumbia/Muscle Shoals
499,Mbuguni,TZ,76.59,light rain,-3.5667,36.95,kaza Moyo Modern Resort
500,Okato,NZ,61.92,clear sky,-39.2,173.8833,Goodin Country Garden
501,West Bay,KY,78.01,broken clouds,19.3667,-81.4167,Calypso Cove
502,Constantine,DZ,49.41,clear sky,36.365,6.6147,Grand Hotel Cirta
504,Murdochville,CA,23.88,overcast clouds,48.9583,-65.5006,Les Suites économique Murdochville
506,Kirovohrad,UA,36.97,overcast clouds,48.5132,32.2597,Reikartz Кропивницький
507,Majene,ID,87.06,scattered clouds,-3.5403,118.9707,Kost Putri RABBANI
508,Antofagasta,CL,64.56,few clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
509,Pirot,RS,52.97,clear sky,43.1531,22.5861,Sin-Kom Hotel Garni
510,Russellville,US,45.18,clear sky,35.2784,-93.1338,Hampton Inn Russellville
512,Puerto Escondido,MX,77.74,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
513,Shahpura,IN,99.39,clear sky,27.3833,75.9667,Shahpura Haveli
516,Thunder Bay,CA,6.78,clear sky,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
517,Port Lincoln,AU,74.08,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
518,Nelson Bay,AU,72.0,light rain,-32.7167,152.15,Mantra Nelson Bay
519,Namatanai,PG,83.57,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
520,Talas,TR,32.67,clear sky,38.6908,35.5538,Fimaj Residence
521,Barra Do Garcas,BR,71.98,overcast clouds,-15.89,-52.2567,Pousada Tropical
522,Alihe,CN,37.44,overcast clouds,50.5667,123.7167,Alihe Forestry Hotel
523,Sotouboua,TG,77.97,clear sky,8.5667,0.9833,Auberge Médina
524,Krasnoarmeysk,RU,34.11,overcast clouds,51.0239,45.6969,"Hotel ""Your home-Balzer"""
525,Paita,PE,72.55,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
526,Oistins,BB,77.09,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
527,Santa Cruz,BO,67.46,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
528,Palmer,US,40.93,overcast clouds,42.1584,-72.3287,Wedgewood Motel
530,Ca Mau,VN,91.76,overcast clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
531,Pringsewu,ID,88.14,broken clouds,-5.3582,104.9744,Urban Style by Front One
532,Zwedru,LR,73.11,overcast clouds,6.0667,-8.1281,Elijah Worjloh
534,Bleiswijk,NL,47.05,overcast clouds,52.0108,4.5319,Herstelhotel Medisch Hart Bleiswijk
535,Sao Borja,BR,58.95,clear sky,-28.6606,-56.0044,Hotel Executivo
537,Tatarskaya Kargala,RU,32.05,overcast clouds,51.9495,55.1731,Sanatorium Rosinka
538,Jacareacanga,BR,72.61,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
539,Murzzuschlag,AT,49.06,clear sky,47.6,15.6833,Millenium Inn Apartments
540,Ugoofaaru,MV,82.31,clear sky,5.6667,73.0,Ungoofaaru Inn
541,Eureka,US,54.68,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
543,Shingu,JP,66.97,clear sky,33.7333,135.9833,Shingu UI Hotel
544,Zaraza,VE,77.09,overcast clouds,9.3503,-65.3245,Hotel Zaraza
545,Dingle,PH,87.82,light rain,10.9995,122.6711,SEGAYA PROPERTY
546,Sao Felix Do Xingu,BR,70.77,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
547,Pyapon,MM,97.97,overcast clouds,16.2833,95.6833,Aung Naing Thu Motel
548,Pontarlier,FR,46.9,clear sky,46.8333,6.25,Gites Les Espaces
549,Hammerfest,NO,23.45,few clouds,70.6634,23.6821,Skytterhuset
550,Puerto Colombia,CO,78.89,clear sky,10.9878,-74.9547,Hotel El Emigrante
551,Longfeng,CN,42.78,overcast clouds,46.55,125.1167,Daqing Langtaosha Hotspring Holiday Resort
553,Waitati,NZ,58.8,scattered clouds,-45.75,170.5667,Arden Country House BnB Dunedin
554,Nhulunbuy,AU,79.41,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
555,Teknaf,BD,87.94,broken clouds,20.8624,92.3058,Forestry Guesthouse
556,Byron Bay,AU,72.72,light rain,-28.65,153.6167,Backpackers Inn
557,Simao,CN,71.65,overcast clouds,22.7886,100.9748,Changyu Hotel
559,Sungaipenuh,ID,84.49,clear sky,-2.0833,101.3833,Penginapan Citra Alam
560,Hengyang,CN,52.05,overcast clouds,26.8881,112.615,Honglin Guesthouse
561,Coquimbo,CL,61.57,few clouds,-29.9533,-71.3436,Hotel San Juan
562,Kavaratti,IN,82.74,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
563,Lichinga,MZ,71.69,broken clouds,-13.3128,35.2406,Residencial Bendiak
565,Roald,NO,49.75,broken clouds,62.5833,6.1333,Flem Cabins
566,Vangaindrano,MG,82.44,clear sky,-23.35,47.6,Hotel Fanilo
567,Port Keats,AU,90.14,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
568,Omboue,GA,79.68,overcast clouds,-1.5746,9.2618,Hotel Olako
569,Port Blair,IN,87.84,haze,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
570,Ginir,ET,71.78,overcast clouds,7.1333,40.7,Sura Dare Village
572,Bignona,SN,68.54,overcast clouds,12.8103,-16.2264,Hôtel Palmier
573,Norrkoping,SE,38.93,overcast clouds,58.5942,16.1826,The Lamp Hotel
574,Gitega,BI,69.1,scattered clouds,-3.5,29.95,Le QUINQUINA
575,Kristiansund,NO,47.05,light rain,63.1115,7.732,Thon Hotels Storgata
576,Acari,PE,71.58,scattered clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
577,Tooele,US,62.19,clear sky,40.5308,-112.2983,"Holiday Inn Express & Suites Tooele, an IHG Hotel"
578,Hirara,JP,69.66,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
579,Marawi,PH,69.49,overcast clouds,7.9986,124.2928,Derogongan Residence
580,Auki,SB,79.2,overcast clouds,-8.7676,160.7034,Auki Motel
581,Mahina,PF,80.37,light rain,-17.5065,-149.489,Relais de la Maroto
582,Shubarkuduk,KZ,31.5,scattered clouds,49.1447,56.4872,Sirius
585,Kostyantynivka,UA,39.6,broken clouds,48.5277,37.7069,Мотель
586,Cabral,DO,71.1,few clouds,18.25,-71.2167,galvin feliz
587,San Quintin,MX,57.52,few clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
588,Sumenep,ID,85.59,scattered clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
589,Korla,CN,56.88,overcast clouds,41.7597,86.1469,Gulisitan Hotel
590,Yanam,IN,99.86,clear sky,16.7333,82.2167,The Regency Hotel
591,Vrangel,RU,39.31,overcast clouds,42.7297,133.0839,"Отель ""БАЛИ"""
592,Kupang,ID,84.38,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
593,Huarmey,PE,70.72,overcast clouds,-10.0681,-78.1522,Hotel Miramar
595,Safford,US,63.52,clear sky,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
596,Lata,PT,48.07,clear sky,40.1629,-8.3327,Casa Maquia
597,Dwarka,IN,87.6,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
598,Abonnema,NG,83.34,light rain,4.7084,6.7931,Corper's Lodge Obonoma
599,Sao Gabriel Da Cachoeira,BR,72.57,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
600,Kindu,CD,77.59,overcast clouds,-2.95,25.95,Résidence Okanda
601,Iberia,US,55.47,mist,29.9502,-91.7507,back to back rv park
602,Port Alberni,CA,46.8,overcast clouds,49.2413,-124.8028,Somass Motel & RV
604,Vaasa,FI,28.94,clear sky,63.096,21.6158,Hotel Astor
605,Pingzhuang,CN,46.4,clear sky,42.0372,119.2889,Haoke Guest House
606,High Level,CA,11.03,overcast clouds,58.5169,-117.136,Days Inn by Wyndham High Level
607,Manaira,BR,66.06,overcast clouds,-7.7061,-38.1544,Pousada Irerê
608,Kukmor,RU,32.9,snow,56.1855,50.8944,Guest house near Ski Resort
609,Hobyo,SO,83.91,clear sky,5.3505,48.5268,Iftin hotel hobyo
610,Timberlake,US,37.09,few clouds,37.3207,-79.2575,Timberlake Motel
611,Asyut,EG,65.25,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
612,Tautira,PF,81.73,light rain,-17.7333,-149.15,Pension Oaoa
613,Taganak,PH,87.94,overcast clouds,6.0833,118.3,Taganak
617,Yagodnoye,RU,4.01,scattered clouds,62.55,149.6667,Гостевой дом
619,Plouzane,FR,46.45,mist,48.3833,-4.6167,Lymina
620,Nishihara,JP,67.68,broken clouds,26.1842,127.7558,Minshuku Agaihama
621,Denpasar,ID,85.71,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
622,Erzin,TR,50.79,clear sky,36.9559,36.2,Artemis Otel
623,Deputatskiy,RU,2.37,broken clouds,69.3,139.9,Baza Otdykha
624,Hemsedal,NO,31.39,overcast clouds,60.8629,8.5534,Skarsnuten Hotel
625,Kochki,RU,23.92,overcast clouds,54.3358,80.4806,Гостиница «Малина»
626,Buchanan,LR,76.19,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
627,Sao Raimundo Nonato,BR,73.47,broken clouds,-9.0153,-42.6994,Real Hotel
628,Prince Rupert,CA,42.89,overcast clouds,54.3161,-130.3201,Crest Hotel
629,Novopokrovka,UA,34.34,overcast clouds,49.8425,36.5477,Пудж дом
630,Naze,JP,67.12,scattered clouds,28.3667,129.4833,Shishime Hotel
632,Kalmunai,LK,85.87,few clouds,7.4167,81.8167,VS Villa
633,Puerto Quijarro,BO,68.92,overcast clouds,-17.7833,-57.7667,Hotel palance
634,Charters Towers,AU,90.93,light rain,-20.1,146.2667,Cattleman's Rest Motor Inn
635,Tiarei,PF,80.62,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
636,Zhezkazgan,KZ,35.58,overcast clouds,47.8043,67.7144,Hotel Zumrat
637,Sistranda,NO,44.56,overcast clouds,63.7256,8.834,Hotell Frøya
639,Dengzhou,CN,45.52,clear sky,37.8086,120.7508,Greentree Inn Penglai Free Harbor Business Hotel
640,Karratha,AU,89.28,light rain,-20.7377,116.8463,ibis Styles Karratha
641,Launceston,AU,71.24,clear sky,-41.45,147.1667,Hotel Grand Chancellor Launceston
642,Wuning,CN,52.34,overcast clouds,29.2589,120.2311,Fu Du Hotel
644,Boyolangu,ID,84.88,broken clouds,-8.1181,111.8935,Yos ega cv
645,Santa Fe,AR,59.99,light rain,-31.6333,-60.7,Conquistador Hotel
646,Visby,SE,34.02,overcast clouds,57.6409,18.296,Best Western Solhem Hotel Visby
647,Dogbo,BJ,78.84,few clouds,6.8167,1.7833,Maison des visiteurs / auberge chez ESI ONG/ pro dogbo e.V.
648,Pingliang,CN,57.58,broken clouds,35.5392,106.6861,North Gate Hostel
649,Nakskov,DK,46.15,few clouds,54.8373,11.1284,Hotel Harmonien
651,Kloulklubed,PW,81.1,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
652,Teluk Nibung,ID,88.16,few clouds,3.001,99.8164,Hotel Assyifa
653,Doha,QA,75.51,clear sky,25.2867,51.5333,Movenpick Hotel Doha
654,Bahir Dar,ET,78.21,few clouds,11.5936,37.3908,"Delano Hotel, Bahir Dar"
655,Kokopo,PG,83.17,light rain,-4.352,152.2633,Kokopo Beach Bungalow Resort
656,Farafangana,MG,82.02,clear sky,-22.8167,47.8333,Miarina
658,Praia Da Vitoria,PT,59.25,broken clouds,38.7333,-27.0667,Hotel Branco I
660,Kimbe,PG,82.78,broken clouds,-5.5502,150.1429,Kimbe Bay Hotel
661,Mingaora,PK,81.32,clear sky,34.7758,72.3625,Burj Al Swat
662,Arkhangelsk,RU,23.11,broken clouds,64.5401,40.5433,DVINA HOTEL
663,Asau,RO,46.96,broken clouds,46.4333,26.4,Casa Mika Ciobanus
664,Vestmanna,FO,45.52,overcast clouds,62.1564,-7.1664,Vestmanna Camping
665,Sabang,ID,83.26,overcast clouds,5.8933,95.3214,Hotel Citra
666,Adeje,ES,64.56,broken clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
667,Weligama,LK,87.1,clear sky,5.9667,80.4167,Weligama Bay Resort
668,Ivanava,BY,32.5,broken clouds,52.1451,25.5365,Bed&Breakfast Valeria
669,San Andres,CO,78.82,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
670,Hamilton,US,30.88,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
671,Atasu,KZ,31.96,light snow,48.6814,71.6433,Dostyk
672,Boa Vista,BR,80.58,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
673,Blackwater,AU,87.8,scattered clouds,-23.5833,148.8833,Blackwater Motor Inn
674,Tomatlan,MX,62.73,clear sky,19.9333,-105.25,El Salvial
675,Antalaha,MG,84.76,scattered clouds,-14.9003,50.2788,Hotel Vitasoa
676,Vestmannaeyjar,IS,46.09,overcast clouds,63.4427,-20.2734,Glamping & Camping
677,Cumana,VE,74.91,overcast clouds,10.4635,-64.1775,Posada Acuarela Los Roques
678,Muros,ES,55.6,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
679,Nouadhibou,MR,62.92,overcast clouds,20.931,-17.0347,El Medina
680,Olafsvik,IS,33.91,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
681,Caravelas,BR,75.27,few clouds,-17.7125,-39.2481,Pousada dos Navegantes
682,Brigantine,US,41.05,clear sky,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
684,Sept-Iles,CA,28.92,mist,50.2001,-66.3821,Comfort Inn
685,Badou,TG,76.15,scattered clouds,7.5833,0.6,Hôtel Abuta
686,Tazovskiy,RU,4.82,broken clouds,67.4667,78.7,TazHostel
687,Miram Shah,PK,84.92,clear sky,33.0086,70.0697,Bachelor Hostel
688,Datong,CN,47.05,clear sky,40.0936,113.2914,Holiday Inn Datong City Centre
689,Masterton,NZ,57.88,overcast clouds,-40.9597,175.6575,Copthorne Hotel & Resort Solway Park Wairarapa
690,Camargo,MX,62.49,overcast clouds,27.6667,-105.1667,Hotel Santa Fe
691,Wick,GB,37.45,overcast clouds,58.4333,-3.0833,Mackays Hotel
692,Ewa Beach,US,73.6,clear sky,21.3156,-158.0072,Base Lodging
